# covariate data from Gray et al. (2015) Genetics 201:213-228
# nrow 1212
# ncol 10
ID,sex,Mom,Dad,grandparents,Cross,direction,DOB,wean,pgm
1322,M,1010,1012,784:687,B,GW,2012-07-10,2012-08-06,0
1330,F,1011,1012,784:687,B,GW,2012-07-12,2012-08-09,0
1338,M,671,738,526:554,A,WG,2012-07-17,2012-08-14,1
1346,M,1018,1015,686:791,B,WG,2012-07-17,2012-08-07,1
1355,F,1017,1015,686:791,B,WG,2012-07-20,2012-08-17,1
1363,F,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1377,F,737,738,526:554,A,WG,2012-07-26,2012-08-23,1
1385,F,1084,1081,784:687,B,GW,2012-07-26,2012-08-17,0
1393,F,1014,1013,686:791,B,WG,2012-07-26,2012-08-23,1
1411,M,1016,1013,686:791,B,WG,2012-07-28,2012-08-16,1
1323,F,1010,1012,784:687,B,GW,2012-07-10,2012-08-06,0
1331,M,1011,1012,784:687,B,GW,2012-07-12,2012-08-09,0
1347,M,669,739,526:554,A,WG,2012-07-18,2012-08-15,1
1356,F,1017,1015,686:791,B,WG,2012-07-20,2012-08-17,1
1364,M,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1370,M,1062,1059,686:791,B,WG,2012-07-23,2012-08-14,1
1378,M,737,738,526:554,A,WG,2012-07-26,2012-08-23,1
1386,M,1084,1081,784:687,B,GW,2012-07-26,2012-08-17,0
1412,F,1016,1013,686:791,B,WG,2012-07-28,2012-08-16,1
1316,M,1084,1081,784:687,B,GW,2012-07-05,2012-07-27,0
1324,F,1011,1012,784:687,B,GW,2012-07-12,2012-08-09,0
1332,M,671,738,526:554,A,WG,2012-07-17,2012-08-14,1
1349,M,669,739,526:554,A,WG,2012-07-18,2012-08-15,1
1357,F,1017,1015,686:791,B,WG,2012-07-20,2012-08-17,1
1365,F,640,655,555:522,A,GW,2012-07-23,2012-08-20,0
1379,M,737,738,526:554,A,WG,2012-07-26,2012-08-23,1
1387,F,1084,1081,784:687,B,GW,2012-07-26,2012-08-17,0
1699,M,1011,1083,784:687,B,GW,2012-09-29,2012-10-24,0
