# Phenotype covariates (metadata) for BXD phenotype data
# nrow 5806
# ncol 2
id,description
17476,Central nervous system; morphology: Intra- and infrapyramidal mossy fiber (IIPMF) volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in females at 12 to 14 weeks of age [percent]
17477,Central nervous system; morphology: Hilus volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in females at 12 to 14 weeks of age [percent]
17478,Central nervous system; morphology: Suprapyramidal mossy fibers volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in females at 12 to 14 weeks of age [percent]
17479,Central nervous system; morphology: Stratum pyramidale volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in females at 12 to 14 weeks of age [percent]
17480,Central nervous system; morphology: Stratum oriens volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in females at 12 to 14 weeks of age [percent]
17481,Central nervous system; morphology: Stratum radiatum volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in females at 12 to 14 weeks of age [percent]
17482,Central nervous system; morphology: Stratum lacunosum volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in females at 12 to 14 weeks of age [percent]
17483,Central nervous system; morphology: Hilus volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in males at 12 to 14 weeks of age [percent]
17484,Central nervous system; morphology: Suprapyramidal mossy fibers volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in males at 12 to 14 weeks of age [percent]
17485,Central nervous system; morphology: Stratum pyramidale volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in males at 12 to 14 weeks of age [percent]
17486,Central nervous system; morphology: Stratum oriens volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in males at 12 to 14 weeks of age [percent]
17487,Central nervous system; morphology: Stratum radiatum volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in males at 12 to 14 weeks of age [percent]
17488,Central nervous system; morphology: Stratum lacunosum volume as a percentage of total size of CA3 plus CA4 regions of hippocampus in males at 12 to 14 weeks of age [percent]
17489,Morphology: Body weight of males at 12 to 14 weeks of age [g]
17490,Central nervous system; morphology: brain weight of males at 12 to 14 weeks of age [g]
17491,Central nervous system; morphology: brain to body weight ratio in males at 12 to 14 weeks of age [percent]
17492,Morphology: Body weight of females at 12 to 14 weeks of age [g]
17493,Central nervous system; morphology: brain weight of females at 12 to 14 weeks of age [g] 
17494,Central nervous system; morphology: brain to body weight ratio  in females at 12 to 14 weeks of age [percent]
17495,Central nervous system; behavior; learning and memory: number of errors made during an 8-arm radial maze test on day 3 in males at 11 to 13 weeks of age [n]
17496,Central nervous system; behavior; learning and memory: number of errors made during an 8-arm radial maze test on day 4 in males at 11 to 13 weeks of age [n]
17497,Central nervous system; behavior; learning and memory: number of errors made during an 8-arm radial maze test on day 5 in males at 11 to 13 weeks of age [n]
17498,Central nervous system; behavior; learning and memory: number of errors made during an 8-arm radial maze test on days 3 to 5 in males at 11 to 13 weeks of age [n]
17499,Central nervous system; behavior; learning and memory: number of new entries during the first 8-arm choices minus 5.3 in an 8-arm radial maze test on day 3 in males at 11 to 13 weeks of age [n]
17500,Central nervous system; behavior; learning and memory: number of new entries during the first 8-arm choices minus 5.3 in an 8-arm radial maze test on day 4 in males at 11 to 13 weeks of age [n]
17501,Central nervous system; behavior; learning and memory: number of new entries during the first 8-arm choices minus 5.3 in an 8-arm radial maze test on day 5 in males at 11 to 13 weeks of age [n]
17502,Central nervous system; behavior; learning and memory: number of new entries during the first 8-arm choices minus 5.3 in an 8-arm radial maze test on days 3 to 5 in males at 11 to 13 weeks of age [n]
17503,Central nervous system; behavior; learning and memory: arm visit time during an 8-arm radial maze test on day 3 in males at 11 to 13 weeks of age [sec]
17504,Central nervous system; behavior; learning and memory: arm visit time during an 8-arm radial maze test on day 4 in males at 11 to 13 weeks of age [sec]
17505,Central nervous system; behavior; learning and memory: arm visit time during an 8-arm radial maze test on day 5 in males at 11 to 13 weeks of age [sec]  
17506,Central nervous system; behavior; learning and memory: arm visit time during an 8-arm radial maze test on days 3 to 5 in males at 11 to 13 weeks of age [sec]
17507,Central nervous system; behavior; learning and memory: number of errors made during an 8-arm radial maze test on day 3 in females at 11 to 13 weeks of age [n]
17508,Central nervous system; behavior; learning and memory: number of errors made during an 8-arm radial maze test on day 4 in females at 11 to 13 weeks of age [n]
17509,Central nervous system; behavior; learning and memory: number of errors made during an 8-arm radial maze test on day 5 in females at 11 to 13 weeks of age [n]
17510,Central nervous system; behavior; learning and memory: number of errors made during an 8-arm radial maze test on days 3 to 5 in females at 11 to 13 weeks of age [n]
17511,Central nervous system; behavior; learning and memory: number of new entries during the first 8-arm choices minus 5.3 in an 8-arm radial maze test on day 3 in females at 11 to 13 weeks of age [n]
17512,Central nervous system; behavior; learning and memory: number of new entries during the first 8-arm choices minus 5.3 in an 8-arm radial maze test on day 4 in females at 11 to 13 weeks of age [n]
17513,Central nervous system; behavior; learning and memory: number of new entries during the first 8-arm choices minus 5.3 in an 8-arm radial maze test on day 5 in females at 11 to 13 weeks of age [n]
17514,Central nervous system; behavior; learning and memory: number of new entries during the first 8-arm choices minus 5.3 in an 8-arm radial maze test on days 3 to 5 in females at 11 to 13 weeks of age [n]  
17515,Central nervous system; behavior; learning and memory: arm visit time during an 8-arm radial maze test on day 3 in females at 11 to 13 weeks of age [sec]
17516,Central nervous system; behavior; learning and memory: arm visit time during an 8-arm radial maze test on day 4 in females at 11 to 13 weeks of age [sec]
17517,Central nervous system; behavior; learning and memory: arm visit time during an 8-arm radial maze test on day 5 in females at 11 to 13 weeks of age [sec]
17518,Central nervous system; behavior; learning and memory: arm visit time during an 8-arm radial maze test on days 3 to 5 in females at 11 to 13 weeks of age [sec]
17520,Infectious disease; immune system: Streptococcus pyogenes (Group A streptococcal infection); Necrotizing soft tissue infections body weight change after infection corrected for strain; sex; age and body weight; day 4 [%]
17521,Infectious disease; immune system: Streptococcus pyogenes (Group A streptococcal infection); Necrotizing soft tissue infections body weight change after infection corrected for strain; sex; age and body weight; day 3 [%]
17522,Infectious disease; immune system: Streptococcus pyogenes (Group A streptococcal infection); Necrotizing soft tissue infections body weight change after infection corrected for strain; sex; age and body weight; day 2 [%]
17523,Infectious disease; immune system: Streptococcus pyogenes (Group A streptococcal infection); Necrotizing soft tissue infections body weight change after infection corrected for strain; sex; age and body weight; day 1 [%]
17524,Infectious disease; immune system: Streptococcus pyogenes (Group A streptococcal infection); Necrotizing soft tissue infections survival after infection corrected for strain; sex; age and body weight given as corrected relative survival value (-1.5 = highly susceptible; +1.5 = highly resistant) [index]
17525,Infectious disease; immune system: Streptococcus pyogenes (Group A streptococcal infection); necrotizing soft tissue infection lesion size corrected for strain; sex; age and body weight given as the maximum lesion area [mm2]
17527,Infectious disease; immune system: Streptococcus pyogenes (Group A streptococcal infection); Necrotizing soft tissue infections body weight change after infection corrected for strain; sex; age and body weight given as principal component 1 of day 1 to day 4 [%]
17528,Central Nervous System; behavior; open field activity:  locomotion; total distance traveled from 0 to 20 min for males at 11 weeks of age [cm]
17529,Central Nervous System; behavior; open field activity: thigmotaxis; distance traveled at the periphery (relative to total distance) from 0 to 20 min for males at 11 weeks of age [percent]
17530,Central Nervous System; behavior; open field activity: thigmotaxis; time spent at the periphery (relative to total time) from 0 to 20 min for males at 11 weeks of age [percent]
17531,Central Nervous System; behavior; open field activity: number of leans observed from 0 to 20 min for males at 11 weeks of age [n]
17532,Central Nervous System; behavior; open field activity: number of rears observed from 0 to 20 min for males at 11 weeks of age [n]
17533,Central Nervous System; behavior; open field activity: grooming frequency from 0 to 20 min for males at 11 weeks of age [n]
17534,Central Nervous System; behavior; open field activity: grooming duration observed from 0 to 20 min for males at 11 weeks of age [sec]
17535,Central Nervous System; behavior; open field activity: grooming bout (grooming duration divided by grooming frequency) observed from 0 to 20 min for males at 11 weeks of age [sec]
17536,Central Nervous System; behavior; open field activity: number of jumps observed from 0 to 20 min for males at 11 weeks of age [n]
17537,Central Nervous System; behavior; open field activity: number of fecal boli observed from 0 to 20 min for males at 11 weeks of age [n]
17538,Central nervous system; behavior: locomotion in an open field; total distance traveled from 0 to 20 min for females at 11 weeks of age [cm]
17539,Central Nervous System; behavior; open field activity: thigmotaxis; distance traveled at the periphery (relative to total distance) from 0 to 20 min for females at 11 weeks of age [percent]
17540,Central Nervous System; behavior; open field activity: thigmotaxis; time spent at the periphery (relative to total time) from 0 to 20 min for females at 11 weeks of age [percent]
17541,Central Nervous System; behavior; open field activity: number of leans observed from 0 to 20 min for females at 11 weeks of age [n]
17542,Central Nervous System; behavior; open field activity: number of rears observed from 0 to 20 min for females at 11 weeks of age [n]
17543,Central Nervous System; behavior; open field activity: grooming frequency from 0 to 20 min for females at 11 weeks of age [n]
17544,Central Nervous System; behavior; open field activity: grooming duration observed from 0 to 20 min for females at 11 weeks of age [sec]
17545,Central Nervous System; behavior; open field activity: grooming bout (grooming duration divided by grooming frequency) observed from 0 to 20 min for females at 11 weeks of age [sec]
17546,Central Nervous System; behavior; open field activity: number of jumps observed from 0 to 20 min for females at 11 weeks of age [n]
17547,Central Nervous System; behavior; open field activity: number of fecal boli observed from 0 to 20 min for females at 11 weeks of age [n]
17548,Liver; gene expression: Lrp6 mRNA expression in whole liver after carbon tetrachloride treatment; first principal component with correct polarity generated using SNP-free exon probe sets (exons 14; 17 and 18) and SUH_Liv_RMAEx_0611 data [relative residual concentration]
17549,Liver; gene expression: Lrp6 mRNA expression in untreated rederived hepatocytes; first principal component eigengene (loads heavily on almost all central exons; from exon 4 to exon 21; 40% of variance) with correct polarity generated using 18 SNP-free exon probe sets and UT-VGX_HEL1014 data [relative residual concentration]
17550,Liver; gene expression: Lrp6 mRNA expression in untreated rederived hepatocytes; second principal component eigengene (loads mainly on most proximal and most distal exons; exon 1; 22 and 23; 17% of total variance) with correct polarity generated using 18 SNP-free exon probe sets and UT-VGX_HEL1014 data [relative residual concentration]
17551,Metabolism; blood chemistry: Diabetes model; Streptozotocin-induced albumin-to-creatinine ratio (ABR; Streptozocin; STZ; Zanosar); in males at 10-12 weeks of age (BXD32 winsorised from 5047 to 1100) [ratio of ug/mg]
17552,Metabolism; blood chemistry: Diabetes model; Streptozotocin-induced albumin-to-creatinine log ratio (ABR; Streptozocin; STZ; Zanosar); in males at 10-12 weeks of age (BXD32 winsorised to log1100) [log ratio of ug/mg]
17553,Metadata: Cohort study order; chow diet (6% kCal/fat Harlan.2918); males [rank] (EPFL LISP3 Cohort)
17554,Metadata: Cohort study order; high fat diet (60% kCal/fat HarlanTD.06414); males [rank] (EPFL LISP3 Cohort)
17555,Metadata: Cohort study order; chow diet (6% kCal/fat Harlan.2918); males [weeks] (EPFL LISP3 Cohort)
17556,Metadata: Cohort study order; high fat diet (60% kCal/fat HarlanTD.06414); males [weeks] (EPFL LISP3 Cohort)
17557,Metabolism; morphology: Body weight at 8 weeks; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17558,Metabolism; morphology: Body weight at 8 weeks; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17559,Metabolism; morphology: Body weight at 16 weeks; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17560,Metabolism; morphology: Body weight at 16 weeks; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17561,Metabolism; morphology: Body weight at 28 weeks; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17562,Metabolism; morphology: Body weight at 28 weeks; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17563,Metabolism; morphology: Body weight at sacrifice; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17564,Metabolism; morphology: Body weight at sacrifice; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17565,Metabolism; morphology: Body weight at blood pressure measurement; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17566,Metabolism; morphology: Body weight at blood pressure measurement; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17567,Metabolism; morphology: Body weight during metabolic cage experiment; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17568,Metabolism; morphology: Body weight during metabolic cage experiment; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17569,Metabolism; morphology: Fat mass during metabolic cage experiment; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17570,Metabolism; morphology: Fat mass during metabolic cage experiment; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17571,Metabolism; morphology: Fat mass as percentage of body weight during metabolic cage experiment; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17572,Metabolism; morphology: Fat mass as percentage of body weight during metabolic cage experiment; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17573,Metabolism; morphology: Lean mass during metabolic cage experiment; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17574,Metabolism; morphology: Lean mass during metabolic cage experiment; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17575,Metabolism; morphology: Lean mass as percentage of body weight during metabolic cage experiment; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17576,Metabolism; morphology: Lean mass as percentage of body weight during metabolic cage experiment; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17577,Metabolism; morphology: Body weight before activity wheel; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17578,Metabolism; morphology: Body weight before activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17579,Metabolism; morphology: Fat mass before activity wheel; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17580,Metabolism; morphology: Fat mass before activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17581,Metabolism; morphology: Fat mass as percentage of body weight before activity wheel; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17582,Metabolism; morphology: Fat mass as percentage of body weight before activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17583,Metabolism; morphology: Lean mass before activity wheel; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17584,Metabolism; morphology: Lean mass before activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17585,Metabolism; morphology: Lean mass as percentage of body weight before activity wheel; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17586,Metabolism; morphology: Lean mass as percentage of body weight before activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17587,Metabolism; morphology: Body weight after activity wheel; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17588,Metabolism; morphology: Body weight after activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17589,Metabolism; morphology: Fat mass after activity wheel; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17590,Metabolism; morphology: Fat mass after activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17591,Metabolism; morphology: Fat mass as percentage of body weight after activity wheel; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17592,Metabolism; morphology: Fat mass as percentage of body weight after activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17593,Metabolism; morphology: Lean mass after activity wheel; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17594,Metabolism; morphology: Lean mass after activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17595,Metabolism; morphology: Lean mass as percentage of body weight after activity wheel; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17596,Metabolism; morphology: Lean mass as percentage of body weight after activity wheel; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17597,Metabolism; morphology: Body weight gain 8-16 weeks; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17598,Metabolism; morphology: Body weight gain 8-16 weeks; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17599,Metabolism; morphology: Body weight percentage gain 8-16 weeks; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17600,Metabolism; morphology: Body weight percentage gain 8-16 weeks; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17601,Metabolism; morphology: Body weight gain 8-28 weeks; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17602,Metabolism; morphology: Body weight gain 8-28 weeks; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17603,Metabolism; morphology: Body weight percentage gain 8-28 weeks; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17604,Metabolism; morphology: Body weight percentage gain 8-28 weeks; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17605,Metabolism; morphology: Body weight loss percentage after exercise; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17606,Metabolism; morphology: Body weight loss percentage after exercise; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17607,Metabolism; morphology: Body weight fat mass loss percentage after exercise; chow diet (6% kCal/fat Harlan.2918); males [%] (EPFL LISP3 Cohort)
17608,Metabolism; morphology: Body weight fat mass loss percentage after exercise; high fat diet (60% kCal/fat HarlanTD.06414); males [%] (EPFL LISP3 Cohort)
17609,Metabolism; morphology: Body weight loss pre-sacrifice; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17610,Metabolism; morphology: Body weight loss pre-sacrifice; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17611,Respiratory system; metabolism: Respiratory exchange ratio (RER) light phase (day) at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [ratio] (EPFL LISP3 Cohort)
17612,Respiratory system; metabolism: Respiratory exchange ratio (RER) light phase (day) at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [ratio] (EPFL LISP3 Cohort)
17613,Respiratory system; metabolism: Respiratory exchange ratio (RER) dark phase (night) at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [ratio] (EPFL LISP3 Cohort)
17614,Respiratory system; metabolism: Respiratory exchange ratio (RER) dark phase (night) at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [ratio] (EPFL LISP3 Cohort)
17615,Respiratory system; metabolism: Respiratory exchange ratio (RER) over 24 hours at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [ratio] (EPFL LISP3 Cohort)
17616,Respiratory system; metabolism: Respiratory exchange ratio (RER) over 24 hours at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [ratio] (EPFL LISP3 Cohort)
17617,Respiratory system; metabolism: Oxygen intake (VO2) light phase (day) average at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [mL/kg/h] (EPFL LISP3 Cohort)
17618,Respiratory system; metabolism: Oxygen intake (VO2) light phase (day) average at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [mL/kg/h] (EPFL LISP3 Cohort)
17619,Respiratory system; metabolism: Oxygen intake (VO2) dark phase (night) average at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [mL/kg/h] (EPFL LISP3 Cohort)
17620,Respiratory system; metabolism: Oxygen intake (VO2) dark phase (night) average at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [mL/kg/h] (EPFL LISP3 Cohort)
17621,Respiratory system; metabolism: Oxygen intake (VO2) over 24 hours at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [mL/kg/h] (EPFL LISP3 Cohort)
17622,Respiratory system; metabolism: Oxygen intake (VO2) over 24 hours at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [mL/kg/h] (EPFL LISP3 Cohort)
17623,Respiratory system; metabolism: Carbon dioxide output (VCO2) light phase (day) average at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [mL/kg/h] (EPFL LISP3 Cohort)
17624,Respiratory system; metabolism: Carbon dioxide output (VCO2) light phase (day) average at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [mL/kg/h] (EPFL LISP3 Cohort)
17625,Respiratory system; metabolism: Carbon dioxide output (VCO2) dark phase (night) average at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [mL/kg/h] (EPFL LISP3 Cohort)
17626,Respiratory system; metabolism: Carbon dioxide output (VCO2) dark phase (night) average at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [mL/kg/h] (EPFL LISP3 Cohort)
17627,Respiratory system; metabolism: Carbon dioxide output (VCO2) over 24 hours at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [mL/kg/h] (EPFL LISP3 Cohort)
17628,Respiratory system; metabolism: Carbon dioxide output (VCO2) over 24 hours at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [mL/kg/h] (EPFL LISP3 Cohort)
17629,Metabolism; behavior: Activity (movement) at dark phase (night) at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [AUC] (EPFL LISP3 Cohort)
17630,Metabolism; behavior: Activity (movement) at dark phase (night) at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [AUC] (EPFL LISP3 Cohort)
17631,Metabolism; behavior: Activty (rearing) at night at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [AUC] (EPFL LISP3 Cohort)
17632,Metabolism; behavior: Activty (rearing) at night at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [AUC] (EPFL LISP3 Cohort)
17633,Central nervous system; metabolism; behavior: Food intake in 24 h at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [g] (EPFL LISP3 Cohort)
17634,Central nervous system; metabolism; behavior: Food intake in 24 h at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [g] (EPFL LISP3 Cohort)
17635,Central nervous system; metabolism; behavior: Food intake in 24 h at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [kCal] (EPFL LISP3 Cohort)
17636,Central nervous system; metabolism; behavior: Food intake in 24 h at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [kCal] (EPFL LISP3 Cohort)
17637,Central nervous system; metabolism; behavior: Water intake in 24 h at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [mL] (EPFL LISP3 Cohort)
17638,Central nervous system; metabolism; behavior: Water intake in 24 h at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [mL] (EPFL LISP3 Cohort)
17639,Respiratory system; metabolism: Oxygen intake (VO2) light phase (day) average; lean mass corrected at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [mL/kg/h] (EPFL LISP3 Cohort)
17640,Respiratory system; metabolism: Oxygen intake (VO2) light phase (day) average; lean mass corrected at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [mL/kg/h] (EPFL LISP3 Cohort)
17641,Respiratory system; metabolism: Oxygen intake (VO2) dark phase (night) average; lean mass corrected at 16 weeks of age; metabolic cage; chow diet (6% kCal/fat Harlan.2918); males [mL/kg/h] (EPFL LISP3 Cohort)
17642,Respiratory system; metabolism: Oxygen intake (VO2) dark phase (night) average; lean mass corrected at 16 weeks of age; metabolic cage; high fat diet (60% kCal/fat HarlanTD.06414); males [mL/kg/h] (EPFL LISP3 Cohort)
17643,Metabolism: Glycemia after overnight fast; chow diet (6% kCal/fat Harlan.2918); males [mg/mL] (EPFL LISP3 Cohort)
17644,Metabolism: Glycemia after overnight fast; high fat diet (60% kCal/fat HarlanTD.06414); males [mg/mL] (EPFL LISP3 Cohort)
17645,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 15min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mg/mL] (EPFL LISP3 Cohort)
17646,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 15min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mg/mL] (EPFL LISP3 Cohort)
17647,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 30 min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mg/mL] (EPFL LISP3 Cohort)
17648,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 30 min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mg/mL] (EPFL LISP3 Cohort)
17649,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 45min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mg/mL] (EPFL LISP3 Cohort)
17650,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 45min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mg/mL] (EPFL LISP3 Cohort)
17651,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 60 min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mg/mL] (EPFL LISP3 Cohort)
17652,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 60 min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mg/mL] (EPFL LISP3 Cohort)
17653,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 90 min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mg/mL] (EPFL LISP3 Cohort)
17654,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 90 min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mg/mL] (EPFL LISP3 Cohort)
17655,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 120 min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mg/mL] (EPFL LISP3 Cohort)
17656,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 120 min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mg/mL] (EPFL LISP3 Cohort)
17657,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 150 min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mg/mL] (EPFL LISP3 Cohort)
17658,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 150 min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mg/mL] (EPFL LISP3 Cohort)
17659,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 180 min; at 17 weeks of age; chow diet (6% kCal/fat Harlan.2918); males [mg/mL] (EPFL LISP3 Cohort)
17660,Metabolism: Glycemia during oral glucose tolerance test (OGTT); 180 min; at 17 weeks of age; high fat diet (60% kCal/fat HarlanTD.06414); males [mg/mL] (EPFL LISP3 Cohort)
