# Physical map for Maize MAGIC from Dell'acqua et al (2015) doi:10.1186/s13059-015-0716-z
# nrow 41325
# ncol 3
marker,chr,pos_cM
PZE.104037398,7,56.085777
PZE.104037400,7,56.086205
PZE.104037410,7,56.0951
PZE.104037429,7,56.134281
PZE.104037510,7,56.438615
PZE.104037653,7,56.754032
PZE.104037712,7,56.882289
PZE.104037804,7,57.100793
PZE.104037816,7,57.164282
PZE.104037817,7,57.164333
PZE.104037851,7,57.279508
PZE.104037875,7,57.349512
PZE.104037885,7,57.35208
SYN8422,7,57.652729
PZE.104037995,7,57.653635
PZE.104038088,7,57.969097
PZE.104038210,7,58.477532
PZE.104038290,7,58.945605
PZE.104038305,7,59.048121
PZE.104038323,7,59.110177
PZE.104038334,7,59.163043
PZE.104038358,7,59.286732
PZE.104038363,7,59.32384
PZE.104038410,7,59.440786
PZE.104038413,7,59.466466
PZE.104038466,7,59.654169
PZE.104038468,7,59.654506
PZE.104038486,7,59.679447
PZE.104038536,7,59.801459
PZE.104038584,7,59.995957
PZE.104038601,7,60.030178
PZE.104038628,7,60.090798
PZE.104038639,7,60.118818
PZE.104038642,7,60.121788
PZE.104038643,7,60.121942
PZE.104038650,7,60.136124
PZE.104038651,7,60.136284
PZE.104038671,7,60.271729
PZE.104038688,7,60.33312
PZE.104038757,7,60.606687
PZE.104038952,7,61.224928
PZE.104039096,7,61.749843
PZE.104039206,7,62.318911
PZE.104039212,7,62.338642
PZE.107047953,7,62.641697
PZE.107047955,7,62.642119
SYN9418,7,62.64281
PZE.107047969,7,62.726519
PZE.107047993,7,62.836626
PZE.107048079,7,62.992265
PZE.107048081,7,62.994471
PZE.107048092,7,63.009143
PZE.107048097,7,63.018619
PZE.107048107,7,63.042836
PZE.107048108,7,63.043069
SYN19025,7,63.061886
PZA03471.1,7,63.329552
PZE.107048210,7,63.331753
PZE.107048292,7,63.6258
PZE.107048308,7,63.679402
PZE.107048350,7,63.777746
PZE.107048450,7,63.921135
PZE.107048500,7,63.993747
PZE.107048577,7,64.151947
PZE.107048621,7,64.200883
PZE.107048637,7,64.253496
PZE.107048663,7,64.287772
PZE.107048709,7,64.346452
PZE.107048754,7,64.412218
PZE.107048764,7,64.507128
PZE.107048808,7,64.719757
PZE.107048816,7,64.741672
PZE.107048912,7,65.144629
PZE.107048938,7,65.226419
PZE.107048942,7,65.226901
PZE.107048950,7,65.231919
PZE.107048971,7,65.258948
PZE.107048973,7,65.26057
PZE.107049002,7,65.421942
PZE.107049129,7,65.776131
PZE.107049186,7,65.953977
PZE.107049194,7,65.992262
PZE.107049215,7,66.016522
PZE.107049303,7,66.450294
PZE.107049308,7,66.450553
PZE.107049338,7,66.59383
PZE.107049359,7,66.625679
PZE.107049384,7,66.727258
PZE.107049431,7,66.847489
PZE.107049444,7,66.848076
PZE.107049491,7,66.960039
PZE.107049513,7,67.036488
PZE.107049528,7,67.068381
PZE.107049555,7,67.147554
PZE.107049570,7,67.196272
PZE.107049637,7,67.558929
PZE.107049643,7,67.589903
PZE.107049644,7,67.590155
PZE.107049717,7,67.762619
PZE.107036931,7,68.964356
PZE.107037166,7,69.779248
SYN15557,7,70.661162
PZE.107037666,7,71.40946
PZE.107037687,7,71.481866
PZE.107038455,7,74.140951
PZE.107038683,7,74.90629
PZE.107038687,7,74.90906
PZE.107038688,7,74.909083
PZE.107038691,7,74.909211
PZE.107038700,7,74.910123
PZE.107038701,7,74.910441
PZE.107038717,7,74.912331
PZE.107038934,7,75.51352
PZE.107038983,7,75.563649
PZE.107039004,7,75.595557
PZE.107039008,7,75.604973
PZE.107039041,7,75.667886
PZE.107039044,7,75.668037
PZE.107039104,7,75.702447
PZE.107039282,7,75.876016
PZE.107039279,7,75.876177
PZE.107039230,7,75.924199
PZE.107039236,7,75.926314
PZE.107039247,7,75.927227
PZE.107039304,7,76.009124
PZE.107039397,7,76.309587
PZE.107039398,7,76.309838
PZE.107039403,7,76.317396
PZE.107039423,7,76.324947
PZE.107039479,7,76.563404
PZE.107039480,7,76.565746
PZE.107039483,7,76.569801
PZE.107039485,7,76.579458
PUT.163a.18171884.1372,7,76.604007
PUT.163a.18171884.1373,7,76.604146
PUT.163a.18171884.1374,7,76.60439
PZE.107039752,7,77.332362
PZE.107039753,7,77.332602
PZE.107039822,7,77.482168
PZE.107039884,7,77.618255
PZE.107039911,7,77.624093
PZE.107039913,7,77.624173
PZE.107039996,7,78.304195
PZE.107040006,7,78.337618
PZE.107040015,7,78.366993
PZE.107040041,7,78.385346
PZE.107040097,7,78.583391
PZE.107040155,7,78.698785
PZE.107040181,7,78.745791
PZE.107040193,7,78.806311
PZE.107040200,7,78.808878
PZE.107040202,7,78.808948
PZE.107040207,7,78.809145
PZE.107040239,7,78.831504
PZE.107040240,7,78.832433
PZE.107040247,7,78.836062
PZE.107040293,7,78.930412
PZE.107040339,7,79.032052
PZE.107040338,7,79.034258
PZE.107040334,7,79.034578
PZE.107040333,7,79.034636
PZE.107040331,7,79.034688
PZE.107040370,7,79.081091
PZE.107040446,7,79.123967
PZE.107040458,7,79.124884
PZE.107040459,7,79.12492
PZE.107040567,7,79.290803
PZE.107040580,7,79.308592
PZE.107040594,7,79.356586
PZE.107040596,7,79.359071
PZE.107040604,7,79.385327
PZE.107040618,7,79.401687
PZE.107040645,7,79.511471
PZE.107040678,7,79.58404
PZE.107040679,7,79.584227
PZE.107040681,7,79.584423
PZE.107040796,7,79.725499
PZE.107040815,7,79.734703
PZE.107040926,7,80.045598
PZE.107041580,7,81.642222
PZE.107041586,7,81.668745
PZE.107041660,7,81.869732
PZE.107041889,7,82.344623
PZE.107041894,7,82.344851
PZE.107041907,7,82.347041
PZE.107041942,7,82.352346
PZE.107041962,7,82.357411
PZE.107042000,7,82.42953
PZE.107042002,7,82.432039
SYN24312,7,82.592977
PZE.107042085,7,82.593545
PHM12830.14,7,82.673062
SYN24314,7,82.673444
SYN24315,7,82.673784
SYN24313,7,82.673867
SYN24316,7,82.674179
PZE.107042179,7,82.74499
SYN21983,7,82.750811
SYN21982,7,82.750838
SYN28236,7,83.065362
SYN28234,7,83.072457
SYN28243,7,83.072563
SYN28245,7,83.073072
SYN28246,7,83.073504
PZE.107042364,7,83.168097
PZE.107042366,7,83.168262
PZE.107042376,7,83.171597
PZE.107042377,7,83.171618
SYN18974,7,83.172084
SYN18975,7,83.172562
PUT.163a.78076222.4112,7,83.172806
PZE.107042407,7,83.293135
PZE.107042408,7,83.295079
PZE.107042422,7,83.353732
PZE.107042434,7,83.391934
PZE.107042450,7,83.457322
PZE.107042585,7,83.958678
PZE.107042589,7,83.960073
PZE.107042637,7,84.081168
PZE.107042651,7,84.147988
PZE.107042684,7,84.185867
PZE.107042706,7,84.199059
PZE.107042707,7,84.199912
PZE.107042751,7,84.303572
PZE.107042763,7,84.305485
PZE.107042827,7,84.393001
PZE.107042891,7,84.515076
PZE.107042902,7,84.529051
PZE.107042903,7,84.52983
PZE.107042924,7,84.566256
PZE.107042929,7,84.569758
SYN29842,7,84.728503
PZE.107042960,7,84.729562
PZE.107042964,7,84.729759
PZE.107042973,7,84.734878
PZE.107042998,7,84.737998
PZE.107043010,7,84.740863
PZE.107043033,7,84.839166
PZE.107043037,7,84.840204
PZE.107043043,7,84.867197
PZA03645.1,7,84.870477
PZA03645.2,7,84.870594
PZE.107043077,7,84.887501
PZE.107043106,7,84.983113
PZE.107043123,7,84.984703
PZE.107043131,7,85.031
PZE.107043141,7,85.036055
PZE.107043143,7,85.036677
PZE.107043156,7,85.07168
PZE.107043177,7,85.188873
SYN13250,7,85.604948
PZE.107043337,7,85.606591
PZE.107043343,7,85.607002
PZE.107043344,7,85.607059
SYN37306,7,85.662711
PUT.163a.76935255.4066,7,85.662976
SYN37305,7,85.662997
PZE.107043379,7,85.66316
PZE.107043380,7,85.663814
PZE.107043384,7,85.664724
SYN37304,7,85.733273
PZE.107043487,7,85.748526
PZA02291.1,7,85.908258
PZE.107043608,7,86.044716
PZE.107043656,7,86.087258
PZE.107043658,7,86.087605
PZE.107043668,7,86.115631
PZE.107043681,7,86.118246
PZE.107043718,7,86.216161
PZE.107043730,7,86.221526
PZE.107043772,7,86.453267
PZE.107043776,7,86.453344
SYN16544,7,86.460047
SYN16545,7,86.461134
SYN16546,7,86.461193
SYNGENTA5982,7,86.461741
SYNGENTA5987,7,86.462156
SYN16543,7,86.462835
PZE.107043845,7,86.723237
PZE.107043861,7,86.756732
PZE.107043862,7,86.75842
SYN32756,7,86.761675
PZE.107043876,7,86.770849
SYN36654,7,86.827078
SYN36653,7,86.827444
PZE.107043911,7,86.827561
PZE.107043955,7,86.91854
PZE.107043973,7,86.94402
PZE.107044072,7,87.218637
PZE.107044073,7,87.218669
PZE.107044092,7,87.220775
PZE.107044149,7,87.539593
PZE.107044222,7,88.129293
PZE.107044229,7,88.133851
PZE.107044234,7,88.136784
PZE.107044235,7,88.136809
PZE.107044240,7,88.142821
PZE.107044246,7,88.149026
PZE.107044249,7,88.149595
PZE.107044251,7,88.150665
PZE.107044270,7,88.245713
PZE.107044311,7,88.544848
PZE.107044316,7,88.553078
PZE.107044318,7,88.55322
PZE.107044343,7,88.762247
PZE.107044349,7,88.762715
PZE.107044350,7,88.762794
PZE.107044351,7,88.762973
PZE.107044464,7,89.061851
PZE.107044475,7,89.077383
PZE.107044491,7,89.120932
PZE.107044515,7,89.169291
PZE.107044548,7,89.336563
PZE.107044552,7,89.337018
PZE.107044553,7,89.337085
PZE.107044556,7,89.34383
PZE.107044557,7,89.343908
PZE.107044559,7,89.34464
PZE.107044568,7,89.350506
PZE.107044624,7,89.457125
SYN20533,7,89.461583
SYN20532,7,89.461591
PZE.107044643,7,89.463459
PZE.107044645,7,89.464231
PZE.107044654,7,89.68619
PZE.107044678,7,89.737681
SYN14302,7,89.915532
PZE.107044713,7,89.928921
PZE.107044727,7,89.982618
PZE.107044728,7,89.9827
PZE.107044736,7,89.989597
PZE.107044779,7,90.571928
PZE.107044801,7,90.815827
PZE.107044803,7,90.823458
PZE.107044806,7,90.830928
PZE.107044808,7,90.845553
PZE.107044844,7,91.390497
PZE.107044857,7,91.391327
PZE.107044858,7,91.391366
PZE.107044871,7,91.39442
PZE.107044882,7,91.404398
PZE.107044898,7,91.462938
PZE.107044899,7,91.462961
PZE.107044943,7,91.542697
PZE.107044944,7,91.542748
PZE.107044948,7,91.570364
SYN16533,7,91.709502
PZE.107044973,7,91.710405
SYN16536,7,91.710795
PZE.107044977,7,91.712657
PZE.107044984,7,91.730137
PZE.107044987,7,91.746172
PZE.107045024,7,91.998845
PZE.107045025,7,91.99889
PZE.107045026,7,91.99906
PZE.107045044,7,92.109303
PZE.107045046,7,92.109542
PZE.107045050,7,92.110699
PZE.107045055,7,92.112216
PZE.107045062,7,92.114121
PZE.107045127,7,92.224778
PZE.107045162,7,92.284934
PZE.107045197,7,92.361125
PZE.107045210,7,92.361554
PZE.107045266,7,92.418364
PZE.107045409,7,92.751124
SYN39206,7,92.751859
SYN18349,7,92.966934
PZE.107045512,7,92.968618
SYN3874,7,93.11044
PZE.107045659,7,93.253835
PZE.107045658,7,93.253874
PZE.107045703,7,93.395033
SYN12884,7,93.40381
SYN12883,7,93.404295
PZE.107045750,7,93.575894
PZE.107045751,7,93.671132
PZE.107045875,7,93.989085
PZE.107045881,7,93.990004
PZE.107045895,7,94.047627
SYN29320,7,94.051095
SYN29319,7,94.051263
PZE.107045933,7,94.051491
PZE.107045934,7,94.051553
PZE.107045935,7,94.051865
PZE.107045938,7,94.053088
PZE.107045948,7,94.055629
PZE.107046009,7,94.237296
PZE.107046010,7,94.23824
PZE.107046036,7,94.263718
PZE.107046037,7,94.264178
PZE.107046038,7,94.26604
PZE.107046050,7,94.278169
SYN34028,7,94.542842
PZE.107046134,7,94.548326
PZE.107046163,7,94.634986
PZE.107046208,7,94.673519
PZE.107046228,7,94.683682
PZE.107046236,7,94.691249
PZE.107046430,7,95.126915
PZE.107046433,7,95.127286
PZE.107046464,7,95.14739
PZE.107046503,7,95.275833
PZE.107046573,7,95.328059
PZE.107046598,7,95.376377
PZE.107046616,7,95.401658
PZE.107046682,7,95.449503
PZE.107046683,7,95.449851
SYN25397,7,95.458801
PZE.107046723,7,95.475158
PZE.107046763,7,95.545945
PZE.107046769,7,95.546376
SYN25395,7,95.566586
PZE.107046808,7,95.566966
SYN25396,7,95.567731
SYN7708,7,95.724262
SYN7707,7,95.72434
PZE.107046954,7,95.806562
PZE.107047002,7,95.847944
PZE.107047007,7,95.84852
PZE.107047062,7,96.043126
PZE.107047063,7,96.044716
PZE.107047103,7,96.072953
SYN16702,7,96.199046
PZE.107047166,7,96.315064
PZE.107047192,7,96.497148
SYN25350,7,96.497331
PZE.107047232,7,96.711204
PZE.107047237,7,96.738271
PZE.107047250,7,96.742606
PZE.107047279,7,96.874363
PZE.107047280,7,96.87442
PZE.107047290,7,96.874808
PZE.107047291,7,96.874852
PZE.107047315,7,97.051101
PZE.107047344,7,97.124615
PZE.107047358,7,97.189853
PZE.107047356,7,97.18992
PZE.107047353,7,97.19018
PZE.107047352,7,97.190469
PZE.107047351,7,97.191511
SYN16715,7,97.195176
SYN16716,7,97.195182
PZE.107047349,7,97.19642
PZE.107047414,7,97.364631
PZE.107047419,7,97.368755
SYN16880,7,97.373849
PZE.107047434,7,97.373923
SYN16883,7,97.374139
PZE.107047525,7,97.64496
PZE.107047526,7,97.644993
PUT.163a.30307134.1892,7,97.646193
PZE.107047532,7,97.647161
PZE.107047561,7,97.651752
PZE.107047562,7,97.651796
PZE.107047625,7,97.779618
PZE.107047706,7,97.908307
PZE.107047707,7,97.908532
ZM012426.0513,7,97.919455
PZE.107047794,7,98.069357
PZE.107047845,7,98.139705
PZE.107047856,7,98.245573
PZE.107049779,7,98.445031
PZE.107049780,7,98.445156
SYN3248,7,98.584597
PZE.107049829,7,98.591745
SYN3242,7,98.59251
SYN3245,7,98.592777
PZE.107049833,7,98.592855
PZE.107049834,7,98.592876
SYN3246,7,98.59361
PZE.107049842,7,98.594588
ZM013480.0648,7,98.595834
SYN3252,7,98.596195
PZE.107049870,7,98.597458
PZE.107049871,7,98.597979
PZE.107049913,7,98.641876
PZE.107049972,7,98.846559
PZE.107050006,7,98.879182
PZE.107050064,7,99.117382
PZE.107050107,7,99.232478
PZE.107050153,7,99.325027
PZE.107050163,7,99.326688
PZE.107050167,7,99.330807
PZE.107050191,7,99.41223
PZE.107050243,7,99.439904
PZE.107050349,7,99.568755
PZE.107050350,7,99.568884
PZE.107050382,7,99.672186
PZE.107050383,7,99.672209
PZE.107050432,7,99.839969
PZE.107050496,7,99.9217
PZE.107050536,7,99.983048
PZE.107050555,7,100.033212
PZE.107050584,7,100.062755
PZE.107050623,7,100.133003
PUT.163a.76914695.4005,7,100.26898
PUT.163a.76914695.4004,7,100.269144
PZE.107050868,7,100.292778
PZE.107050906,7,100.351026
PZE.107050907,7,100.351051
PZE.107050912,7,100.351247
PZE.107050979,7,100.430894
PZE.107051053,7,100.503183
PZE.107051275,7,100.651163
PZE.107051277,7,100.65458
PZE.107051289,7,100.716683
PZE.107051302,7,100.717543
PZE.107051350,7,100.824325
PZE.107051352,7,100.82445
PZE.107051355,7,100.824525
PZE.107051394,7,100.831496
PZE.107051420,7,100.904912
PZE.107051445,7,100.910981
PZE.107051446,7,100.911014
PZE.107051484,7,100.915348
PZE.107051508,7,100.985953
PZE.107051524,7,100.999757
PZE.107051526,7,101.001432
PZE.107051602,7,101.287298
PZE.107051660,7,101.492272
PZE.107051697,7,101.605141
PZE.107051699,7,101.613579
PZE.107051759,7,101.689139
PZE.107051773,7,101.77035
PZE.107051866,7,101.846892
PZE.107051865,7,101.846963
PZE.107051824,7,101.868323
SYN16775,7,101.868667
PZE.107051802,7,101.869078
PZE.107051799,7,101.869463
PZE.107051964,7,101.918201
PZE.107051981,7,101.919046
PZE.107051989,7,101.930609
PZE.107052031,7,101.976104
PZE.107052081,7,102.043006
PUT.163a.76021734.3828,7,102.161315
PUT.163a.76021734.3825,7,102.161557
PUT.163a.76021734.3826,7,102.161577
PZE.107052133,7,102.16786
PZE.107052151,7,102.19962
PZE.107052208,7,102.421239
PZE.107052209,7,102.421458
PZE.107052228,7,102.424468
PZE.107052249,7,102.431849
PZE.107052250,7,102.43419
PZE.107052255,7,102.435266
PZE.107052313,7,102.59702
PZE.107052318,7,102.597383
PZE.107052320,7,102.597591
PZE.107052417,7,102.788208
PZE.107052427,7,102.897606
PZE.107052428,7,102.897628
PZE.107052459,7,103.04671
PZE.107052509,7,103.308283
PZE.107052531,7,103.326055
PZE.107052677,7,103.533041
PZE.107052693,7,103.534363
PZE.107052699,7,103.53799
PZE.107052756,7,103.65451
PZE.107052761,7,103.663937
PZE.107052764,7,103.664124
PZE.107052775,7,103.695109
PZE.107052912,7,103.906792
PZE.107052918,7,103.906973
PZE.107052949,7,103.908492
PZE.107053183,7,104.204133
PZE.107053251,7,104.28785
PZE.107053268,7,104.290998
SYN21992,7,104.64768
PZA01673.1,7,104.648232
PZE.107053382,7,104.656741
SYN3887,7,104.912436
SYN3886,7,104.912521
PZE.107053604,7,104.913888
PZE.107053609,7,104.916108
PZE.107053694,7,105.009392
PZE.107053695,7,105.009445
PZE.107053698,7,105.033631
PZE.107053716,7,105.086131
PZE.107053717,7,105.086158
SYN16732,7,105.090471
PZE.107053803,7,105.09347
PZE.107053815,7,105.095373
PZE.107053846,7,105.249755
PZE.107053867,7,105.263636
PZE.107053894,7,105.372197
PZE.107053917,7,105.383376
SYN14373,7,105.393157
SYN14378,7,105.393767
PZE.107054011,7,105.395247
SYN14372,7,105.395644
SYN14379,7,105.396239
PZE.107054120,7,105.406343
PZE.107054150,7,105.411219
PZE.107054151,7,105.411388
PZE.107054153,7,105.411581
PZE.107054156,7,105.411732
PZE.107054260,7,105.642039
SYN17460,7,105.643868
PZE.107054268,7,105.649522
PZE.107054422,7,105.723268
PZE.107054542,7,106.063691
PZE.107054548,7,106.105896
PZE.107054656,7,106.354552
PZE.107054663,7,106.360239
SYN17211,7,106.36339
PZE.107054689,7,106.383919
PZE.107054696,7,106.386729
PZE.107054723,7,106.474092
PZE.107054729,7,106.495208
PZE.107054780,7,106.661866
PZE.107054796,7,106.666359
PZE.107054799,7,106.667008
SYN24952,7,106.675188
SYN24955,7,106.675255
PZE.107054828,7,106.677966
SYN22819,7,106.776334
SYN22821,7,106.777187
SYN22822,7,106.778009
SYN22817,7,106.782374
SYN22818,7,106.782475
PZE.107055097,7,106.812869
PZE.107055198,7,106.983248
PZE.107055203,7,107.022271
PZE.107055210,7,107.022951
PZE.107055217,7,107.026999
PZE.107055266,7,107.259668
PZE.107055306,7,107.260675
PZE.107055363,7,107.2622
PZE.107055415,7,107.266019
PZE.107055483,7,107.38918
PZE.107055487,7,107.389525
PZE.107055495,7,107.395426
PZE.107055496,7,107.397055
PZE.107055500,7,107.404252
PZE.107055575,7,107.422289
PZE.107055578,7,107.422456
PZE.107055561,7,107.466529
PZE.107055559,7,107.473401
PZE.107055558,7,107.473486
PZE.107055553,7,107.481234
PZE.107055524,7,107.486077
PZE.107055624,7,107.677729
PZE.107055620,7,107.678351
PZE.107055764,7,107.847888
PZE.107055759,7,107.86969
PZE.107055832,7,107.886442
PZE.107055826,7,107.886617
PZE.107055799,7,107.887409
SYN16556,7,107.956453
SYN16559,7,107.956702
SYN16569,7,107.956826
SYN16563,7,107.956885
SYN16564,7,107.956956
SYN16565,7,107.956981
SYN16557,7,107.957675
SYN16554,7,107.9581
SYN16555,7,107.958629
SYN16553,7,107.959376
SYN16550,7,108.036883
SYN16566,7,108.037742
SYN16567,7,108.037749
SYN16568,7,108.037802
SYN16186,7,108.414648
SYN16187,7,108.41583
SYN16192,7,108.416409
PZE.107056322,7,108.510886
SYN10319,7,108.562907
PZE.107056722,7,108.872112
PZE.107056842,7,109.082464
PZE.107056882,7,109.173414
SYN39188,7,109.177957
PZE.107056888,7,109.177989
SYN39186,7,109.17801
SYN17793,7,109.180693
SYN17792,7,109.182567
PZE.107056916,7,109.188216
SYN15108,7,109.337205
PZE.107057040,7,109.351307
PZE.107057070,7,109.354792
PZE.107057080,7,109.355354
SYN15109,7,109.355602
PZE.107057158,7,109.372496
PZE.107057229,7,109.56297
PZE.107057279,7,109.56801
PZE.107057301,7,109.572049
PZE.107057370,7,109.750949
PZE.107057367,7,109.753638
PUT.163a.16926213.1140,7,109.755828
PZE.107057357,7,109.756772
PZE.107057347,7,109.759241
PZE.107057346,7,109.759276
PZE.107057327,7,109.767955
PZE.107057412,7,109.938709
PZE.107057444,7,109.978075
PZE.107057446,7,109.978219
SYN16420,7,110.083154
PZE.107057471,7,110.084394
PZE.107057472,7,110.084415
PZE.107057482,7,110.084812
PZE.107057484,7,110.08498
PZE.107057552,7,110.310102
PZE.107057553,7,110.310179
PZE.107057582,7,110.326521
PZE.107057595,7,110.32936
PZB00175.6,7,110.359717
PZE.107057650,7,110.583323
PZE.107057730,7,110.806875
PZE.107057749,7,110.812939
PZE.107057754,7,110.813127
PZE.107057786,7,110.93502
SYN18142,7,110.935202
SYN18143,7,110.935501
PZE.107057808,7,110.939569
SYN18141,7,110.944936
PZE.107057823,7,110.957896
PZE.107057835,7,111.012188
PZE.107057838,7,111.014065
PZE.107057855,7,111.11955
PZE.107057864,7,111.151063
PZE.107057869,7,111.157621
PZE.107057870,7,111.158342
SYN16435,7,111.436977
SYN16436,7,111.449817
PUT.163a.78123660.4432,7,111.68586
PUT.163a.78123661.4434,7,111.686843
PUT.163a.78123661.4435,7,111.687079
PUT.163a.78123661.4433,7,111.68711
SYN3264,7,111.688463
PZE.107058066,7,111.690285
PZE.107058077,7,111.692096
PZE.107058082,7,111.693482
PZE.107058086,7,111.693634
PZE.107058109,7,111.694705
PZE.107058138,7,111.759928
PZE.107058139,7,111.761213
PZE.107058295,7,112.021706
PZE.107058394,7,112.226649
PZE.107058477,7,112.248031
PZE.107058508,7,112.433452
PZE.107058547,7,112.450159
PZE.107058687,7,112.658425
PZE.107058710,7,112.660711
SYN35160,7,112.661181
PZE.107058731,7,112.661504
PZE.107058764,7,112.786932
PZE.107058767,7,112.791483
PZE.107058790,7,112.820192
PZE.107058823,7,112.861735
PZE.107058826,7,112.902533
PZE.107058835,7,112.903806
PZE.107058900,7,112.966079
PZE.107058951,7,113.000145
PZE.107058976,7,113.008838
PZE.107059010,7,113.108221
PZE.107059013,7,113.178817
PZE.107059028,7,113.181549
PZE.107059037,7,113.19215
PZE.107059038,7,113.192356
PZE.107059039,7,113.192647
PZE.107059129,7,113.665809
PZE.107059240,7,114.305352
PZE.107059327,7,114.418145
PZE.107059357,7,114.560199
PZE.107059372,7,114.59399
PZE.107059424,7,114.811352
PZE.107059567,7,115.014368
PZE.107059610,7,115.113886
PZE.107059621,7,115.122674
PZE.107059653,7,115.13592
PZE.107059652,7,115.136374
SYN31213,7,115.159218
SYN31214,7,115.160145
PZE.107059690,7,115.209607
PZE.107059742,7,115.212768
PZE.107059758,7,115.213946
PZE.107059896,7,115.305482
PZE.107059904,7,115.308992
PZE.107059926,7,115.313049
PZE.107059946,7,115.314281
PZE.107059992,7,115.338786
PZE.107060076,7,115.578043
PZE.107060141,7,115.719906
SYN17706,7,115.720664
SYN17708,7,115.721381
SYN17705,7,115.752669
PZE.107060277,7,115.849203
PZE.107060335,7,115.996695
PZE.107060337,7,115.996775
SYN37180,7,115.9979
SYN37177,7,116.009065
PZE.107060393,7,116.050164
SYN37179,7,116.051081
PZE.107060410,7,116.051331
PZE.107060446,7,116.103506
PZE.107060451,7,116.104009
PZE.107060473,7,116.204981
PZE.107060506,7,116.30509
PZE.107060543,7,116.307047
PZE.107060582,7,116.312286
PZE.107060597,7,116.316774
PZE.107060615,7,116.399372
PZE.107060629,7,116.403207
PZE.107060642,7,116.40911
PZE.107060649,7,116.410305
PZE.107060650,7,116.410365
PZE.107060656,7,116.413037
PZE.107060770,7,116.462513
SYN36347,7,116.544494
SYN36348,7,116.54451
SYN36345,7,116.544577
PZE.107060798,7,116.546602
PZE.107060804,7,116.549273
PZE.107060808,7,116.554029
PZE.107060824,7,116.574321
SYN36346,7,116.598707
PZE.107060857,7,116.650911
SYN22909,7,117.048658
PZE.107060964,7,117.209036
PZE.107061073,7,117.336332
PZE.107061080,7,117.337214
SYN32779,7,117.397301
SYN32778,7,117.397386
PZE.107061187,7,117.408823
PZE.107061306,7,117.551218
PZE.107061311,7,117.552372
PZE.107061406,7,117.576351
SYN18736,7,117.728836
SYN18739,7,117.73015
SYN18742,7,117.730595
SYN18744,7,117.734958
PZE.107061572,7,117.763139
PZE.107061593,7,117.808935
PZE.107061634,7,117.877913
PUT.163a.71447601.3387,7,118.108968
SYN18268,7,118.335675
SYN18271,7,118.337215
PZE.107061937,7,118.338061
PZE.107062060,7,118.341573
PZE.107062095,7,118.345812
PZE.107062118,7,118.436581
PZE.107062169,7,118.459068
PZE.107062139,7,118.460634
SYN12275,7,118.615008
SYN12273,7,118.615143
SYN12274,7,118.615856
SYN12277,7,118.616286
SYN3200,7,118.657013
SYN3196,7,118.657066
PZE.107062497,7,118.710554
PZE.107062546,7,118.843859
PZE.107062584,7,118.926935
SYN17287,7,119.075473
PZE.107062714,7,119.198674
PZE.107062740,7,119.288205
PZE.107062808,7,119.630023
PZE.107062816,7,119.630477
PZE.107062824,7,119.650933
PZE.107062975,7,119.997011
PZE.107062976,7,119.997039
PZE.107062980,7,120.006968
PZE.107062983,7,120.007906
PZE.107062989,7,120.009354
PZE.107062993,7,120.064743
PZE.107063028,7,120.14038
PZE.107063039,7,120.143755
PZE.107063092,7,120.233586
PZE.107063100,7,120.236246
PZE.107063102,7,120.236783
PZE.107063108,7,120.238475
PZE.107063120,7,120.29044
PZE.107063145,7,120.371755
PZE.107063166,7,120.381335
PZE.107063167,7,120.38138
PZE.107063187,7,120.385322
PZE.107063292,7,120.538443
PZE.107063356,7,120.590908
PZE.107063357,7,120.590962
PZE.107063359,7,120.59123
SYN13685,7,120.745414
PZE.107063605,7,120.81577
PZE.107063654,7,120.928943
PZE.107063658,7,120.929905
PZE.107063668,7,120.999185
PZE.107063663,7,120.999513
PZE.107063662,7,120.999536
SYN18564,7,121.043902
SYN18563,7,121.045767
SYN18567,7,121.046946
SYN18566,7,121.049064
PZE.107063731,7,121.049263
PZE.107063835,7,121.052183
PZE.107063848,7,121.054687
PZE.107063951,7,121.220531
SYN18506,7,121.220727
PZE.107064021,7,121.225934
PZE.107064162,7,121.258142
PZE.107064215,7,121.25989
PZE.107064289,7,121.286036
SYN38578,7,121.287503
SYN38586,7,121.289275
PZE.107064340,7,121.329773
SYN38589,7,121.349324
SYN38585,7,121.349363
SYN38588,7,121.349546
SYN38582,7,121.351141
PZE.107064549,7,121.437898
SYN13239,7,121.609685
SYN3716,7,121.71563
SYN3715,7,121.716449
PZE.107065016,7,121.85118
SYN13508,7,122.016669
SYN13511,7,122.017771
SYN13512,7,122.017772
SYN13509,7,122.020141
SYN21763,7,122.370336
SYN17759,7,122.380328
SYN17969,7,122.575243
SYN17968,7,122.576681
PZE.107065680,7,122.656392
PZE.107065684,7,122.673487
PZE.107065723,7,122.703734
PZE.107065731,7,122.728801
PZE.107065747,7,122.732387
PZE.107065748,7,122.734325
PZE.107065791,7,122.736938
PZE.107065796,7,122.73893
PZE.107065946,7,122.749214
SYN11938,7,122.752747
PZE.107065974,7,122.826005
PZE.107066014,7,122.864435
PZE.107066081,7,122.999913
PZE.107066088,7,123.000924
PZE.107066093,7,123.020246
PZE.107066119,7,123.023371
PZE.107066120,7,123.023419
PZE.107066133,7,123.097349
SYN18630,7,123.423589
PZE.107066312,7,123.51621
PZE.107066318,7,123.516355
PZE.107066319,7,123.517555
