# Physical map (mm10) for Recla et al. (2019) DO data (https://doi.org/10.1097/j.pain.0000000000001571)
# nrow 74906
# ncol 3
marker,chr,Mbp_mm10
UNC29259687,18,51.980014
UNC29260577,18,52.05719
UNC29261165,18,52.107008
UNC29262730,18,52.222133
UNC29263629,18,52.296603
UNC29264705,18,52.356241
UNC29265853,18,52.420084
UNC29267398,18,52.510914
JAX00459236,18,52.53704
UNC29268136,18,52.569198
JAX00459246,18,52.591807
JAX00459251,18,52.599919
UNC29269093,18,52.632284
JAX00459264,18,52.642912
backupUNC180106839,18,52.7006
UNC29270571,18,52.752369
JAX00083473,18,52.772548
UNC29271855,18,52.864219
UNC29272832,18,52.942295
JAX00459322,18,53.032416
UNC29274589,18,53.07535
UNC29275913,18,53.163966
UNC29276282,18,53.189813
UNC29276321,18,53.196414
UNC29276474,18,53.212553
UNC29276637,18,53.227209
UNC29276792,18,53.239084
UNC29276965,18,53.251395
UNC29277222,18,53.268864
UNC29277281,18,53.274045
UNC29277499,18,53.288026
UNC29277672,18,53.30002
JAX00459365,18,53.309959
UNC29278037,18,53.32049
UNC29278350,18,53.338791
UNC29278539,18,53.350598
UNC29278661,18,53.363694
UNC29278731,18,53.371105
UNC29278958,18,53.386456
UNC29279185,18,53.398516
UNC29279293,18,53.407515
UNC29279545,18,53.422932
UNC29279666,18,53.434587
UNC29279799,18,53.446422
UNC29280166,18,53.473957
UNC29280284,18,53.484982
UNC29280989,18,53.539737
JAX00459410,18,53.540994
UNC29282752,18,53.657366
UNC180277110,18,53.720891
UNC29286797,18,53.959845
JAX00213346,18,54.023342
UNC29288211,18,54.072739
UNC29289830,18,54.178883
UNC29290139,18,54.201814
UNC29290377,18,54.21861
UNC29290809,18,54.251352
UNC29291019,18,54.275947
UNC29291187,18,54.293108
UNC29291363,18,54.313288
UNC29291542,18,54.340371
UNC29291873,18,54.370474
UNC29292000,18,54.391559
UNC180109510,18,54.402806
UNC29292307,18,54.412487
UNC29292721,18,54.445787
UNC29292814,18,54.450759
UNC29293186,18,54.484683
UNC29293414,18,54.503495
JAX00459591,18,54.510072
UNC29293827,18,54.532572
UNC29294012,18,54.553563
UNC29294204,18,54.571767
JAX00213363,18,54.593944
B6_rs13483369,18,54.614841
UNC29294859,18,54.626571
UNC29295133,18,54.654932
backupUNC180109886,18,54.669971
UNC29295394,18,54.671074
UNC29295725,18,54.688962
UNC29296216,18,54.726068
UNC29296551,18,54.744649
UNC29296831,18,54.767967
JAX00083623,18,54.768414
UNC29297479,18,54.816749
JAX00083628,18,54.83851
UNC29297751,18,54.839152
UNC29298098,18,54.861437
UNC29298274,18,54.88337
UNC29298439,18,54.909315
backupUNC180790132,18,54.913391
UNC29298661,18,54.933331
JAX00213372,18,54.943412
UNC29298833,18,54.951537
JAX00459689,18,54.974743
UNC29299164,18,54.980003
UNC29299230,18,54.995865
UNC29299618,18,55.026631
UNC29299777,18,55.049117
backupUNC180111263,18,55.082708
UNC29300222,18,55.085738
JAX00083647,18,55.087307
UNC29300350,18,55.093621
UNC29300377,18,55.095679
UNC29300414,18,55.09831
UNC29300460,18,55.101585
UNC29300474,18,55.104309
UNC29300506,18,55.106881
UNC29300536,18,55.109727
UNC29300611,18,55.113043
UNC29300620,18,55.113828
UNC29300659,18,55.116635
UNC29300721,18,55.119138
UNC29300801,18,55.123436
UNC29300827,18,55.125781
UNC29300849,18,55.127676
UNC29300868,18,55.131229
UNC29300881,18,55.133933
UNC29300892,18,55.135602
UNC29300935,18,55.138817
UNC29300970,18,55.141332
UNC29301014,18,55.14421
UNC29301054,18,55.147961
UNC29301092,18,55.149759
UNC29301155,18,55.152335
UNC29301218,18,55.155973
UNC29301233,18,55.15691
UNC29301359,18,55.164902
UNC29301484,18,55.180036
UNC29302117,18,55.227436
UNC29302878,18,55.287393
UNC29303211,18,55.305446
JAX00459759,18,55.325724
JAX00459769,18,55.349186
UNC29303979,18,55.380996
UNC29304435,18,55.407352
UNC29305004,18,55.451653
JAX00083676,18,55.488881
UNC29305560,18,55.491254
JAX00459802,18,55.533514
UNC29306239,18,55.548103
JAX00459814,18,55.582913
UNC29306769,18,55.599821
JAX00083687,18,55.626782
UNC29307122,18,55.633645
backupUNC180279278,18,55.635807
UNC29307794,18,55.674971
backupUNC180395407,18,55.691938
UNC29308116,18,55.700136
UNC29309185,18,55.762759
JAX00459868,18,55.777631
UNC29309888,18,55.809487
UNC29310645,18,55.849376
UNC29311166,18,55.885119
UNC29311640,18,55.926246
UNC29312306,18,55.966804
UNC29313408,18,56.041002
UNC29313777,18,56.065484
UNC29314776,18,56.118053
UNC29315496,18,56.16178
UNC29316045,18,56.186869
UNC29316725,18,56.247092
UNC29317060,18,56.290197
UNC29317721,18,56.338489
UNC29318157,18,56.369054
JAX00460011,18,56.435115
UNC29319076,18,56.435427
UNC29319194,18,56.445632
UNC180418425,18,56.472937
UNC29320298,18,56.510746
UNC29321424,18,56.557222
UNC180279562,18,56.565683
UNC29321926,18,56.58791
UNC29322590,18,56.621283
UNC29323498,18,56.667961
UNC29324345,18,56.710988
JAX00460068,18,56.729864
UNC29324812,18,56.755812
UNC29325714,18,56.816511
UNC29326223,18,56.857638
UNC29326819,18,56.904902
UNC29327251,18,56.944921
UNC29327752,18,56.984366
UNC180114638,18,57.05093
UNC29328729,18,57.05588
JAX00460141,18,57.065565
UNC29328977,18,57.074432
UNC29329717,18,57.128028
UNC29330010,18,57.156457
JAX00460165,18,57.204753
UNC29330955,18,57.228563
UNC29331315,18,57.247453
UNC180114969,18,57.251592
UNC29331490,18,57.257647
UNC29331510,18,57.259476
UNC29331529,18,57.26192
UNC29331538,18,57.2646
UNC29331562,18,57.267824
UNC29331576,18,57.269604
UNC29331610,18,57.272149
UNC29331647,18,57.274917
UNC29331699,18,57.277158
UNC29331764,18,57.280039
UNC29331820,18,57.283098
UNC29331860,18,57.28485
UNC29331922,18,57.288091
UNC29331931,18,57.289529
UNC29331981,18,57.292977
UNC29332006,18,57.294588
UNC29332030,18,57.296491
UNC29332099,18,57.29914
UNC29332141,18,57.302497
UNC29332210,18,57.305083
UNC29332248,18,57.306748
UNC29332329,18,57.31093
UNC29332345,18,57.312325
UNC29332381,18,57.31456
UNC29332410,18,57.317434
UNC29332466,18,57.320564
UNC29332993,18,57.346043
UNC29333523,18,57.371603
JAX00460219,18,57.407712
UNC29334418,18,57.425419
UNC29335111,18,57.464838
JAX00460246,18,57.474791
UNC29335556,18,57.491909
UNC29336521,18,57.539015
JAX00083833,18,57.565401
UNC29337942,18,57.631067
UNC29338764,18,57.68725
UNC29339380,18,57.720107
UNC29339905,18,57.754371
UNC29340355,18,57.777734
UNC29340922,18,57.826419
UNC29341346,18,57.849324
UNC29342064,18,57.901184
UNC29342600,18,57.950823
UNC29343039,18,57.973239
backupUNC180117139,18,58.026578
UNC29344332,18,58.044284
UNC29345223,18,58.09264
UNC29345742,18,58.12893
UNC29346250,18,58.16732
UNC29346654,18,58.197307
UNC29347770,18,58.269679
JAX00460504,18,58.305102
UNC29348317,18,58.305555
UNC29348686,18,58.337446
UNC180282171,18,58.387928
UNC29349748,18,58.398518
UNC29349964,18,58.415174
UNC29350506,18,58.452207
UNC29351051,18,58.4993
UNC29351831,18,58.542851
UNC29352300,18,58.563427
JAX00460589,18,58.563863
UNC29353201,18,58.608573
UNC29354467,18,58.657472
JAX00460623,18,58.68909
backupUNC180282678,18,58.694005
UNC29355130,18,58.694714
UNC29355551,18,58.725716
UNC29356119,18,58.76293
UNC29356621,18,58.788962
JAX00083927,18,58.831091
JAX00460664,18,58.844609
UNC29357689,18,58.862632
UNC29357724,18,58.86641
UNC29358551,18,58.926365
JAX00460729,18,58.99037
UNC29359734,18,58.999449
backupUNC181045665,18,59.012571
UNC29360103,18,59.020416
UNC29361090,18,59.084991
UNC29361200,18,59.08964
UNC29361558,18,59.127128
UNC29361657,18,59.135891
UNC29362124,18,59.160112
UNC29362400,18,59.177222
UNC29362526,18,59.18797
UNC29362814,18,59.201735
UNC29362892,18,59.217666
UNC29363005,18,59.22762
UNC29363549,18,59.262636
UNC29363747,18,59.274564
JAX00460798,18,59.286771
UNC29364129,18,59.289646
UNC29364301,18,59.302023
UNC29364496,18,59.312882
UNC29364772,18,59.330998
UNC29364986,18,59.34382
UNC29365179,18,59.356184
UNC29365289,18,59.362014
JAX00460835,18,59.37755
UNC29365613,18,59.377861
UNC29365808,18,59.392249
UNC29365867,18,59.395332
UNC29366057,18,59.412424
UNC29366366,18,59.429905
UNC29366422,18,59.43299
UNC29367665,18,59.511756
UNC29371090,18,59.666714
JAX00460892,18,59.752185
JAX00084002,18,59.828826
JAX00460916,18,59.861419
JAX00460925,18,59.886794
JAX00084008,18,59.898353
JAX00460946,18,59.99552
UNC29378804,18,60.101017
backupUNC180130053,18,60.118564
JAX00460983,18,60.123787
UNC29380358,18,60.168514
JAX00461010,18,60.180593
UNC29382479,18,60.297591
JAX00461050,18,60.362349
UNC29383971,18,60.417184
UNC29384028,18,60.429137
UNC29384088,18,60.436842
JAX00084050,18,60.463266
UNC29384386,18,60.464343
JAX00461069,18,60.480161
UNC29384701,18,60.486788
UNC29384843,18,60.496411
UNC29385036,18,60.508226
UNC29385434,18,60.528237
UNC29385803,18,60.55316
UNC29385932,18,60.562699
UNC29386217,18,60.578516
backuprs52500819,18,60.578731
UNC29386698,18,60.606865
UNC29386801,18,60.615378
JAX00461121,18,60.637297
UNC29387073,18,60.639828
UNC29387322,18,60.65699
UNC29387624,18,60.676897
UNC29387850,18,60.696045
UNC29387984,18,60.703332
UNC29388231,18,60.722758
UNC29388526,18,60.737925
UNC29388911,18,60.764394
UNC29389123,18,60.778557
UNC29389456,18,60.800393
UNC29389779,18,60.817877
UNC29390005,18,60.831666
JAX00084078,18,60.838298
UNC29390312,18,60.852969
UNC29390809,18,60.889842
UNC29391101,18,60.909678
UNC29391411,18,60.929413
UNC29391729,18,60.94676
UNC29391957,18,60.960352
UNC29392272,18,60.982161
JAX00461233,18,60.99579
JAX00461239,18,61.01036
UNC29392647,18,61.01057
UNC29392818,18,61.023826
UNC29393111,18,61.048473
UNC29393261,18,61.058785
JAX00461252,18,61.077492
UNC29393677,18,61.079961
JAX00461263,18,61.096177
UNC29393979,18,61.100618
UNC29394181,18,61.115425
UNC29394405,18,61.135572
UNC29394642,18,61.156771
UNC29394819,18,61.170451
UNC29395365,18,61.2111
UNC29395578,18,61.226227
UNC29395846,18,61.244125
UNC29396276,18,61.272069
UNC29396708,18,61.29601
UNC29396969,18,61.314619
JAX00461327,18,61.318094
UNC29397100,18,61.324803
UNC29397311,18,61.342664
UNC29397606,18,61.362267
JAX00084118,18,61.381857
UNC29397890,18,61.384189
UNC29398147,18,61.40556
UNC29398359,18,61.420879
UNC29398602,18,61.437317
UNC29398845,18,61.453994
UNC29399009,18,61.468377
JAX00084125,18,61.474011
UNC29399290,18,61.486583
JAX00461364,18,61.492656
UNC180242730,18,61.501241
UNC29399527,18,61.502806
UNC29399761,18,61.519791
UNC29400134,18,61.545277
UNC29400434,18,61.58006
UNC29400518,18,61.592915
UNC29400812,18,61.619022
UNC29400974,18,61.627235
backupUNC180134519,18,61.676596
UNC29401753,18,61.692752
UNC29402328,18,61.738854
UNC29402490,18,61.753774
UNC29402873,18,61.79432
UNC29403919,18,61.876336
UNC29404499,18,61.917311
UNC29404880,18,61.942299
UNC29405688,18,61.981189
JAX00461525,18,62.045862
UNC29406658,18,62.046111
UNC29407635,18,62.100215
UNC29408132,18,62.129608
UNC29408782,18,62.175348
UNC29409650,18,62.231443
UNC29409900,18,62.254389
UNC29411109,18,62.344626
UNC29411492,18,62.369428
UNC29412544,18,62.427438
UNC29413137,18,62.465039
UNC29413670,18,62.508461
JAX00461651,18,62.52691
UNC29414292,18,62.542426
JAX00461660,18,62.548123
backupUNC180842500,18,62.613937
UNC29415932,18,62.618636
UNC29416354,18,62.653774
UNC29416777,18,62.677583
UNC29417481,18,62.721195
UNC29418916,18,62.798997
UNC29419512,18,62.829612
backupJAX00461716,18,62.8469
UNC29420489,18,62.880571
UNC29421059,18,62.920941
UNC29422100,18,62.988194
UNC29422481,18,63.011647
UNC29423122,18,63.071526
UNC29423407,18,63.084753
UNC29424756,18,63.161493
UNC29425763,18,63.225301
UNC29426336,18,63.256131
UNC29426349,18,63.256581
UNC29426363,18,63.257208
UNC29426369,18,63.257324
UNC29426387,18,63.258016
UNC29426421,18,63.258649
UNC29426431,18,63.258868
UNC29426660,18,63.270402
UNC29427773,18,63.326514
UNC29428204,18,63.341865
UNC29428666,18,63.368152
UNC29429557,18,63.422278
UNC29429949,18,63.450627
UNC29431459,18,63.519386
UNC29431691,18,63.528345
UNC29432243,18,63.572849
UNC29433098,18,63.625659
UNC29434336,18,63.724818
UNC29434658,18,63.741349
UNC29435756,18,63.822692
backupUNC180139569,18,63.824358
UNC29436181,18,63.853511
UNC29437003,18,63.905313
UNC29437295,18,63.93003
UNC29438104,18,63.985392
UNC29438635,18,64.013976
UNC29439326,18,64.068991
UNC29439850,18,64.100063
UNC29440550,18,64.157461
UNC29440929,18,64.185757
UNC29441309,18,64.225608
JAX00462093,18,64.249796
UNC29441924,18,64.273558
UNC29442163,18,64.300591
UNC29442552,18,64.353385
UNC29442845,18,64.377283
UNC29443155,18,64.412724
UNC29443634,18,64.460877
UNC29444220,18,64.506652
UNC29444739,18,64.540793
UNC29445510,18,64.5931
UNC29446050,18,64.64433
UNC29446328,18,64.661759
JAX00084364,18,64.663758
UNC29447480,18,64.718934
UNC29448124,18,64.749496
UNC29448452,18,64.770297
UNC29449238,18,64.829974
UNC29449976,18,64.870234
UNC29450482,18,64.900496
UNC29451352,18,64.944126
UNC29451723,18,64.962703
UNC29451794,18,64.968259
UNC29451847,18,64.972397
UNC29451937,18,64.976012
UNC29452057,18,64.981308
UNC29452222,18,64.99086
UNC29452346,18,64.996771
UNC29452409,18,65.001039
UNC29452448,18,65.004435
UNC29452490,18,65.007027
JAX00462330,18,65.008578
UNC29452731,18,65.018425
UNC29452833,18,65.023371
UNC29452858,18,65.025435
UNC29453004,18,65.036064
UNC29453083,18,65.040751
UNC29453136,18,65.043342
UNC29453237,18,65.049319
UNC29453352,18,65.056162
UNC29453395,18,65.058014
UNC29453504,18,65.063861
UNC29453675,18,65.072803
UNC29453747,18,65.0776
UNC29453828,18,65.084039
UNC29453934,18,65.091611
UNC29453977,18,65.094477
UNC29454049,18,65.100276
UNC29454197,18,65.110351
UNC29454218,18,65.112778
UNC29454296,18,65.119753
UNC29454393,18,65.124792
UNC29454446,18,65.127974
JAX00462396,18,65.133129
UNC29454511,18,65.13358
UNC29455127,18,65.163528
UNC29455227,18,65.169909
UNC180141852,18,65.176414
UNC29455508,18,65.186303
JAX00462426,18,65.189159
UNC29455610,18,65.191166
UNC29455898,18,65.206246
UNC29456089,18,65.217331
UNC29456395,18,65.235419
UNC29456562,18,65.244521
UNC29456737,18,65.253988
JAX00462491,18,65.267275
UNC29457009,18,65.267989
UNC29457149,18,65.277227
UNC29457368,18,65.289546
UNC29457491,18,65.299066
UNC29457764,18,65.311584
UNC29458119,18,65.332887
JAX00084415,18,65.333409
UNC29458294,18,65.341334
UNC29458466,18,65.349741
UNC29458720,18,65.361232
UNC29459079,18,65.378544
UNC29459250,18,65.394048
UNC29459533,18,65.413292
UNC29459667,18,65.419934
UNC29460021,18,65.442288
UNC29460080,18,65.4478
UNC29460210,18,65.463845
UNC29460280,18,65.472293
JAX00462570,18,65.476865
UNC29460364,18,65.481157
UNC29460726,18,65.500236
UNC29460862,18,65.506169
UNC29461215,18,65.524075
UNC29461276,18,65.527969
UNC29461681,18,65.544549
UNC29461830,18,65.555747
JAX00462590,18,65.56372
UNC29462134,18,65.579384
UNC29462214,18,65.591297
UNC29462316,18,65.601964
UNC29462490,18,65.611475
UNC29462716,18,65.627838
UNC29462869,18,65.641714
UNC29462901,18,65.646593
UNC29463268,18,65.666889
UNC29463385,18,65.673591
UNC29463823,18,65.700813
UNC29464077,18,65.720519
UNC29464793,18,65.75104
UNC29465158,18,65.769612
UNC180294029,18,65.782436
UNC29466368,18,65.835049
UNC180294235,18,65.844682
UNC29466997,18,65.870986
UNC29468432,18,65.948606
JAX00462739,18,65.97103
UNC29469320,18,66.004573
UNC29469928,18,66.045771
UNC29472417,18,66.168719
UNC29473161,18,66.19715
UNC29474235,18,66.252039
UNC29474682,18,66.275923
UNC29475940,18,66.352877
UNC29477228,18,66.415208
UNC29477647,18,66.436518
UNC29478792,18,66.510047
UNC29479422,18,66.542372
UNC180147006,18,66.630118
UNC29482980,18,66.741961
UNC29484060,18,66.80725
UNC29485078,18,66.868771
UNC29485524,18,66.918015
UNC29486228,18,66.956341
UNC29486941,18,67.00604
UNC29487394,18,67.060084
UNC29487664,18,67.105436
UNC180295729,18,67.147474
UNC29489804,18,67.217714
UNC29490271,18,67.244771
UNC29492528,18,67.376749
backupUNC180296397,18,67.377851
UNC29494293,18,67.465223
UNC29495949,18,67.568464
UNC29496663,18,67.617958
UNC29497495,18,67.67027
UNC29497953,18,67.72022
JAX00463240,18,67.781327
UNC29498960,18,67.784792
UNC180150255,18,67.786641
UNC29499181,18,67.803043
UNC29500011,18,67.869178
UNC29500627,18,67.901906
UNC29501902,18,67.976435
UNC29502380,18,68.002217
UNC29503085,18,68.051758
UNC29504020,18,68.110779
UNC29504733,18,68.151681
UNC180151602,18,68.187486
UNC29505651,18,68.193481
UNC29505806,18,68.199803
UNC29506315,18,68.225855
UNC29506536,18,68.240198
UNC29506871,18,68.258313
UNC29507122,18,68.279444
UNC180882554,18,68.314488
UNC29507794,18,68.323256
UNC29508118,18,68.350801
UNC29508356,18,68.369517
UNC29508663,18,68.400152
UNC29508829,18,68.40764
UNC29509185,18,68.436118
UNC29509493,18,68.454446
UNC29509635,18,68.467751
UNC29510212,18,68.506477
UNC29510314,18,68.51162
JAX00084655,18,68.526029
UNC29510602,18,68.532439
UNC29510993,18,68.559133
UNC29511249,18,68.572489
UNC29511779,18,68.603409
UNC29512042,18,68.621138
UNC29512325,18,68.640812
UNC29512775,18,68.670507
JAX00463503,18,68.671837
UNC29513123,18,68.695366
UNC29513530,18,68.721893
JAX00463530,18,68.733115
UNC29514007,18,68.749587
UNC29514325,18,68.769554
UNC29514536,18,68.787645
backupUNC180152756,18,68.798138
UNC29514943,18,68.810208
UNC29515334,18,68.827694
JAX00463560,18,68.841246
UNC29515993,18,68.873458
UNC29516281,18,68.890169
UNC29516873,18,68.934492
UNC29517202,18,68.953602
UNC29517543,18,68.973216
backupUNC180299204,18,68.977325
UNC29517783,18,68.989127
UNC29518535,18,69.028575
UNC29518639,18,69.034458
UNC29519052,18,69.060239
UNC29519200,18,69.073485
UNC29519577,18,69.096775
UNC29520378,18,69.146802
UNC29520496,18,69.153327
UNC29520519,18,69.154845
UNC29520536,18,69.155912
UNC29520551,18,69.157759
UNC29520573,18,69.159264
UNC29520591,18,69.161511
UNC29520619,18,69.162635
UNC29520659,18,69.164024
UNC29520702,18,69.165681
UNC29520777,18,69.169083
UNC29520815,18,69.170314
UNC29520834,18,69.172136
UNC29520859,18,69.173912
UNC29520882,18,69.175113
UNC29520912,18,69.176735
UNC29520942,18,69.178343
UNC29520954,18,69.179262
UNC29521001,18,69.181447
UNC29521025,18,69.182524
UNC29521038,18,69.183785
UNC29521244,18,69.197899
UNC29521580,18,69.22805
UNC29521797,18,69.243533
UNC29522093,18,69.270888
UNC29522282,18,69.28251
UNC29522601,18,69.310782
UNC29523072,18,69.340098
UNC29523192,18,69.362875
UNC29523434,18,69.385682
UNC29523761,18,69.410167
UNC29524040,18,69.439274
UNC29524407,18,69.461444
UNC29524665,18,69.477338
UNC29525172,18,69.510123
UNC29525491,18,69.534433
JAX00463828,18,69.541263
UNC29525892,18,69.559385
UNC29526285,18,69.605783
UNC29526585,18,69.631261
UNC29526781,18,69.642616
UNC29527218,18,69.679633
UNC29527411,18,69.695585
UNC29527818,18,69.724219
UNC29528959,18,69.798705
UNC29529404,18,69.825784
UNC29529837,18,69.85578
UNC29530059,18,69.872806
UNC29530555,18,69.895101
UNC180300287,18,69.898866
UNC29530852,18,69.910191
UNC29531639,18,69.943657
UNC29532100,18,69.967122
UNC29532439,18,69.990142
UNC29532755,18,70.005101
UNC29533260,18,70.044609
UNC180300430,18,70.051475
UNC29533459,18,70.052362
UNC29534169,18,70.09009
UNC29534707,18,70.117996
UNC29535059,18,70.138604
UNC29535399,18,70.159002
UNC29535870,18,70.185372
UNC29536082,18,70.201057
UNC29536685,18,70.240622
UNC29537065,18,70.257157
UNC29537644,18,70.287433
UNC29537961,18,70.307641
UNC29538114,18,70.332307
UNC29538535,18,70.355538
UNC29539368,18,70.408373
UNC29539674,18,70.425604
UNC29540035,18,70.448999
backupUNC180157522,18,70.47134
UNC29540881,18,70.498449
UNC29541133,18,70.519224
UNC29541511,18,70.544889
UNC29542024,18,70.563067
UNC29542315,18,70.595062
UNC29542530,18,70.628237
UNC29542632,18,70.64239
UNC29542964,18,70.665605
UNC29543505,18,70.691008
UNC29543874,18,70.719554
UNC29544783,18,70.785271
UNC180158671,18,70.811173
UNC29545731,18,70.840828
UNC29546737,18,70.904739
UNC29547377,18,70.940776
UNC29549056,18,71.031867
JAX00464287,18,71.202254
JAX00464289,18,71.211781
UNC29552090,18,71.242386
UNC29552349,18,71.27633
UNC180159545,18,71.390119
UNC29554191,18,71.402538
UNC29554586,18,71.427812
JAX00084874,18,71.455789
UNC29555627,18,71.482476
UNC29557558,18,71.597233
JAX00464396,18,71.626453
UNC29558013,18,71.628263
UNC29559149,18,71.696821
UNC29560580,18,71.775506
UNC29561223,18,71.817252
UNC29562668,18,71.902551
UNC180160446,18,71.96154
JAX00084912,18,71.975839
UNC29563936,18,71.984881
UNC29565431,18,72.063192
UNC29566397,18,72.107815
UNC29567570,18,72.179074
JAX00464513,18,72.213663
UNC29569085,18,72.273763
UNC29569435,18,72.292075
UNC180161932,18,72.344914
UNC29570995,18,72.384322
UNC29571801,18,72.434519
UNC29572719,18,72.516881
UNC29573269,18,72.549933
JAX00464592,18,72.611819
JAX00464595,18,72.62794
UNC29574621,18,72.644779
UNC29575359,18,72.687014
UNC29575835,18,72.715291
UNC29576145,18,72.736668
UNC29576525,18,72.769041
UNC29576884,18,72.796724
JAX00464623,18,72.798556
UNC29577452,18,72.821262
UNC29578050,18,72.851452
UNC29578544,18,72.87547
UNC29579046,18,72.913549
JAX00464656,18,72.922154
JAX00084984,18,72.932665
UNC29579526,18,72.949515
UNC29580237,18,72.983869
UNC29580345,18,72.991582
backupUNC180165192,18,73.031073
UNC29581173,18,73.041138
UNC29581554,18,73.065688
UNC29581707,18,73.081429
UNC29582077,18,73.107385
JAX00213792,18,73.125939
UNC29582413,18,73.135476
UNC29582503,18,73.148761
backupUNC180302834,18,73.172009
UNC29583651,18,73.210426
UNC29583969,18,73.226155
UNC29584626,18,73.274343
UNC29584938,18,73.2909
UNC29585179,18,73.308496
UNC29585610,18,73.342031
UNC29586009,18,73.373132
UNC29586551,18,73.404742
UNC29586930,18,73.427212
UNC180917632,18,73.435002
UNC29587227,18,73.439812
UNC29587727,18,73.463273
UNC29588405,18,73.498625
UNC29588819,18,73.524588
UNC29589146,18,73.541175
UNC29589640,18,73.569666
UNC29589987,18,73.603432
UNC29590516,18,73.631616
UNC29590676,18,73.651813
UNC29590829,18,73.674199
UNC29590995,18,73.706217
UNC29591381,18,73.732104
UNC29591827,18,73.759343
UNC29592060,18,73.774556
UNC29592644,18,73.812498
UNC180166175,18,73.822933
UNC29593130,18,73.837273
JAX00085051,18,73.851007
UNC29593713,18,73.869003
JAX00085055,18,73.910929
UNC29594874,18,73.942952
UNC29595319,18,73.969324
UNC29595760,18,73.993472
UNC29596357,18,74.021079
UNC29596959,18,74.046382
UNC29597248,18,74.060931
JAX00085068,18,74.06256
UNC29597826,18,74.100154
UNC29598207,18,74.127757
UNC29598370,18,74.139165
JAX00464953,18,74.160662
UNC29598811,18,74.164387
UNC180167485,18,74.201006
UNC29599474,18,74.208034
UNC29599721,18,74.233567
UNC29599795,18,74.245788
UNC29600045,18,74.282434
UNC29600514,18,74.330999
UNC29600895,18,74.347324
UNC29601593,18,74.393354
UNC29601649,18,74.400959
JAX00085094,18,74.407021
JAX00465012,18,74.40822
UNC29602409,18,74.448798
UNC29602503,18,74.45277
JAX00465039,18,74.485039
JAX00465044,18,74.487158
UNC29603367,18,74.506956
UNC29604028,18,74.542573
UNC29604218,18,74.55567
UNC29604789,18,74.586875
JAX00465096,18,74.58786
UNC29605465,18,74.62211
UNC29605915,18,74.644206
UNC29606502,18,74.665875
UNC29607917,18,74.727226
UNC29608195,18,74.744758
UNC29608349,18,74.765792
UNC29608884,18,74.799436
UNC29609122,18,74.819499
UNC29609967,18,74.862395
UNC29610128,18,74.870464
UNC29610622,18,74.901387
UNC29610909,18,74.922261
UNC29611298,18,74.9474
UNC180170591,18,74.994315
UNC29612458,18,75.006937
UNC29612902,18,75.033946
JAX00465257,18,75.042879
UNC29613192,18,75.052283
UNC29613982,18,75.09213
UNC29614305,18,75.114
JAX00465284,18,75.123324
UNC29614629,18,75.137418
UNC29614960,18,75.167949
JAX00465309,18,75.173076
UNC29615185,18,75.193022
UNC29615326,18,75.206668
UNC180171483,18,75.218494
UNC29615759,18,75.24233
JAX00085156,18,75.259621
UNC29616304,18,75.276253
UNC29617100,18,75.328356
UNC29617391,18,75.347943
UNC29617703,18,75.375904
UNC29617983,18,75.399695
JAX00465371,18,75.401204
UNC29618271,18,75.420071
UNC29618722,18,75.45147
UNC29619092,18,75.479338
UNC29619489,18,75.504642
UNC29619871,18,75.532254
UNC29620324,18,75.559297
UNC29620791,18,75.583465
backuprs49379040,18,75.591734
UNC29621106,18,75.602396
JAX00465446,18,75.62686
UNC29622289,18,75.66175
UNC29622978,18,75.69688
UNC29623368,18,75.714364
JAX00085192,18,75.721149
UNC29623913,18,75.740701
UNC29624392,18,75.764421
UNC29625444,18,75.820874
UNC29625796,18,75.84229
UNC29626092,18,75.856706
UNC29626212,18,75.864205
UNC29626347,18,75.873431
JAX00465519,18,75.876474
UNC29626570,18,75.891368
UNC29627036,18,75.916603
UNC29627739,18,75.947807
UNC29627909,18,75.955066
JAX00465562,18,75.960959
UNC29628105,18,75.968862
UNC29628209,18,75.978144
UNC29628452,18,75.99174
UNC29628529,18,75.998392
UNC29628823,18,76.013522
UNC29629002,18,76.023406
UNC29629130,18,76.030954
UNC29629387,18,76.042285
UNC29629621,18,76.058161
UNC29629847,18,76.073911
UNC29630212,18,76.095236
JAX00085225,18,76.16149
UNC29631368,18,76.173669
JAX00465616,18,76.228255
JAX00465617,18,76.228994
UNC29632399,18,76.230209
UNC29632768,18,76.280577
UNC29633626,18,76.341047
UNC29634410,18,76.391659
UNC180175448,18,76.392633
JAX00085244,18,76.405161
UNC29635341,18,76.44555
UNC29635789,18,76.479366
UNC29635798,18,76.531744
UNC29636191,18,76.560474
UNC29637116,18,76.626924
UNC29637690,18,76.655344
JAX00465753,18,76.677667
UNC29638533,18,76.699443
UNC29639467,18,76.744251
UNC29640239,18,76.801444
JAX00085275,18,76.84037
UNC29641142,18,76.853249
JAX00085278,18,76.887877
UNC29641641,18,76.903197
UNC29642192,18,76.922938
JAX00465804,18,76.963209
UNC29642886,18,76.975423
UNC29643767,18,77.036531
UNC29644267,18,77.093548
JAX00085296,18,77.120912
JAX00465831,18,77.127544
UNC29644468,18,77.128328
JAX00085299,18,77.181512
UNC29644989,18,77.191381
UNC29645437,18,77.224367
UNC29646910,18,77.320969
JAX00085313,18,77.340215
UNC29648351,18,77.404127
UNC180312821,18,77.424944
UNC29648853,18,77.437345
UNC29649339,18,77.480186
UNC180228295,18,77.48483
